conf_level,VaR,CVaR,prob_of_loss,MDD_mean,MDD_median,MDD_p5_worst_case
0.95,-0.3158899550843744,-0.48330967961481164,0.201,-0.29001664277764516,-0.2729320307201809,-0.47771343462164345
