Date,AAPL,NVDA
2021-08-16,0.013457077907261531,-0.011859184292348428
2021-08-17,-0.006173024163725122,-0.024970890594818464
2021-08-18,-0.025831717587565965,-0.021716170118615662
2021-08-19,0.002320189875952487,0.03903875111950924
2021-08-20,0.010105691141449906,0.05014123748291491
2021-08-23,0.01020492576038047,0.05340925299885052
2021-08-24,-0.0006012412174334519,-0.007542605105511317
2021-08-25,-0.00845703190830703,0.019088979223699495
2021-08-26,-0.0055425347704007154,-0.006549132302358766
2021-08-27,0.0071587813682055385,0.02541295652896963
2021-08-30,0.02996378527286079,0.002294422291003625
2021-08-31,-0.008460424760778254,-0.013268543963039725
2021-09-01,0.004468600472644566,0.0024984588140090523
2021-09-02,0.00744702024697845,-0.0020071193982895323
2021-09-03,0.0042215474683399016,0.019762427503304057
2021-09-07,0.01537063316591455,-0.007955404858673997
2021-09-08,-0.010134522498807043,-0.014355393486945204
2021-09-09,-0.006727618179649748,-0.007278157314374217
2021-09-10,-0.03366222185321319,0.013481381505987792
2021-09-13,0.003885871408861875,-0.014609456062297159
2021-09-14,-0.009608308509470339,0.004054644906492171
2021-09-15,0.006124983585253571,0.004441185637574036
2021-09-16,-0.001611684824938855,-0.0044411856375741006
2021-09-17,-0.018518223335939003,-0.015495847819294325
2021-09-20,-0.021592597927150035,-0.03659722911237606
2021-09-21,0.0034222865743871902,0.006279116768232364
2021-09-22,0.016731469123657604,0.0321887271098272
2021-09-23,0.006696600110210304,0.024357785047228575
2021-09-24,0.0006129818669959495,-0.017997586970130104
2021-09-27,-0.010606220608828156,-0.019250252145158065
2021-09-28,-0.02408918121655185,-0.045381892668913175
2021-09-29,0.0064620402761589035,-0.008831741077750052
2021-09-30,-0.009355268108672892,0.009653000950530075
2021-10-01,0.008094447147750351,0.0012542909314192693
2021-10-04,-0.024913460923640527,-0.049919163002138604
2021-10-05,0.014058753109023645,0.03579001021937052
2021-10-06,0.006287605467045983,0.012102044254337396
2021-10-07,0.009043460549781234,0.0179538167760053
2021-10-08,-0.002725513163361671,-0.011645260393456727
2021-10-11,-0.0006300124759865439,-0.006550143960814969
2021-10-12,-0.00914474561602721,-0.0011601187510639182
2021-10-13,-0.004248758761578434,0.01288146087253252
2021-10-14,0.02002379964747182,0.03781626315083495
2021-10-15,0.007484153014549506,0.005320185010409018
2021-10-18,0.011737253311188476,0.01633288402281648
2021-10-19,0.01496744913876761,0.003055361643402426
2021-10-20,0.0033555919383765616,-0.008424875834037915
2021-10-21,0.0014726621535701885,0.026299224831606214
2021-10-22,-0.0052985496162878945,0.0014969951035337884
2021-10-25,-0.0003366321881096656,0.01917612050074493
2021-10-26,0.004564388961526475,0.0648055344947346
2021-10-27,-0.0031523246343744967,-0.010820042537463215
2021-10-28,0.024684255851975607,0.019841710457577044
2021-10-29,-0.018322464188356456,0.02478960192508899
2021-11-01,-0.00562321397511834,0.010118001820870484
2021-11-02,0.007090675614807356,0.02198144199612466
2021-11-03,0.009751181641737069,0.0074340023903922935
2021-11-04,-0.003504754252759863,0.1137061254143446
2021-11-05,0.0035760066993822124,-0.001645781478865058
2021-11-08,-0.005568320469598441,0.034748278407070045
2021-11-09,0.002456782130922432,-0.0047835167616913634
2021-11-10,-0.019349388622624437,-0.039861402010329054
2021-11-11,-0.0003378916701186782,0.03111404869286156
2021-11-12,0.014234877660724152,0.0
2021-11-15,6.675718638114549e-05,-0.012083422048023741
2021-11-16,0.006644623411396119,0.005910954592359896
2021-11-17,0.016355387054726386,-0.03168557711456829
2021-11-18,0.028136527661484046,0.07927202834996062
2021-11-19,0.016833727351304596,0.04052550706300812
2021-11-22,0.002922756990155468,-0.03169315565824763
2021-11-23,0.0024191377652605954,-0.0065932645647627085
2021-11-24,0.0032785647445950964,0.028813057788898994
2021-11-26,-0.0321912022553983,-0.03649699817211953
2021-11-29,0.02163798637463564,0.057754064521400465
2021-11-30,0.031089119793280787,-0.02119592458658
2021-12-01,-0.0032112470935468413,-0.03859658765829433
2021-12-02,-0.006148775292294206,0.021743802964715966
2021-12-03,-0.011793534464259833,-0.04563126003658422
2021-12-06,0.021274323930993516,-0.02160435755874942
2021-12-07,0.03483263779954179,0.07656113630856658
2021-12-08,0.022527620427636442,-0.018707619318746968
2021-12-09,-0.002974587578464277,-0.04288487122923027
2021-12-10,0.02762806283982562,-0.009623128984695325
2021-12-13,-0.020890683516443666,-0.06983763524921437
2021-12-14,-0.008055802008368676,0.006230390651658558
2021-12-15,0.028110360159717802,0.07221323911246094
2021-12-16,-0.040055497808922175,-0.07045037341129
2021-12-17,-0.006523116480244698,-0.020859150561120726
2021-12-20,-0.008155156269596417,-0.002953876737166931
2021-12-21,0.01890717974976049,0.04776048638660954
2021-12-22,0.015202716893920672,0.011115911250864146
2021-12-23,0.003637305943691765,0.008130006724599893
2021-12-27,0.022714721565124104,0.04308675626726188
2021-12-28,-0.005784001469710242,-0.020337801767538445
2021-12-29,0.0005020832115874595,-0.010642905779143366
2021-12-30,-0.00660021169697169,-0.013929418265117842
2021-12-31,-0.0035413906256888416,-0.005932362690385612
2022-01-03,0.024696597094948536,0.023853578878402882
2022-01-04,-0.012772998255467466,-0.027976232578742405
2022-01-05,-0.026959739414256105,-0.059285409916448255
2022-01-06,-0.016834299285328293,0.020580799606704163
2022-01-07,0.0009878306647501626,-0.03359817846405576
2022-01-10,0.0001160391774604869,0.005599628644609849
2022-01-11,0.016644587108675345,0.015104221031982492
2022-01-12,0.0025669697479428857,0.006521456703708744
2022-01-13,-0.019211556856618107,-0.05219780500338005
2022-01-14,0.005097764431221664,0.013715429956360927
2022-01-18,-0.01907470049612693,-0.039327561592755335
2022-01-19,-0.021249243458543274,-0.032806516880962845
2022-01-20,-0.010400808048186851,-0.03726801307633554
2022-01-21,-0.012847744643165583,-0.03266015224437379
2022-01-24,-0.004875810941825512,-8.546455105084515e-05
2022-01-25,-0.011449934467877978,-0.04587652520730721
2022-01-26,-0.0005634948407232755,0.019869606038278656
2022-01-27,-0.0029477235038653914,-0.03703818661027252
2022-01-28,0.06745102789704484,0.04001983427826963
2022-01-31,0.02579006540424882,0.06958811335014718
2022-02-01,-0.0009731618524062511,0.006188378141378008
2022-02-02,0.007019957525406131,0.02421940852903077
2022-02-03,-0.01686139080799842,-0.052624287590302486
2022-02-04,-0.0016805417387116145,0.015372941533214064
2022-02-07,-0.004243607444405816,0.016678383376926297
2022-02-08,0.018298226609657974,0.01525015950351562
2022-02-09,0.008259626741936086,0.061664142074915856
2022-02-10,-0.02388176863477257,-0.03354629725869151
2022-02-11,-0.020425570571995826,-0.0753776238539074
2022-02-14,0.0014222095768451684,0.013190710435224184
2022-02-15,0.022888271251181827,0.0878386299821778
2022-02-16,-0.0013899145668893576,0.0006037636758044283
2022-02-17,-0.021498356684292463,-0.0786009162852057
2022-02-18,-0.009400082786221382,-0.035934163896727996
2022-02-22,-0.01797263740568715,-0.01071600683681676
2022-02-23,-0.026204495641498,-0.04382824200104266
2022-02-24,0.016542384699404465,0.05901789406753179
2022-02-25,0.012882306478502753,0.017075757353719842
2022-02-28,0.0016363114934381947,0.009394058166651847
2022-03-01,-0.01169586857809147,-0.03794678221776486
2022-03-02,0.020379146357925183,0.031327726245161495
2022-03-03,-0.0019833331747803147,-0.02111303891174636
2022-03-04,-0.01857956724080708,-0.033357875060638295
2022-03-07,-0.02400333149164038,-0.07156249423279304
2022-03-08,-0.011744880541590577,0.007558687298202112
2022-03-09,0.03439885169816488,0.06739875242086518
2022-03-10,-0.027562568064887095,-0.015589782094882142
2022-03-11,-0.02419892607351974,-0.024935374088070422
2022-03-14,-0.026921781863768538,-0.035463165809767466
2022-03-15,0.02924542687287948,0.07420518939109627
2022-03-16,0.02860238754985357,0.06419032934734777
2022-03-17,0.006433526695329833,0.010961826318070194
2022-03-18,0.020703029672985433,0.06589770177553238
2022-03-21,0.008501435841896514,0.010566805800671174
2022-03-22,0.02058702544582748,-0.007886218357976652
2022-03-23,0.008200230666279703,-0.034130525567147456
2022-03-24,0.022424494998096175,0.0936277939389509
2022-03-25,0.003727183527724872,-0.01640368860424496
2022-03-28,0.005023973592679319,0.018851702145437996
2022-03-29,0.018953619498422832,0.015367387746147347
2022-03-30,-0.006671810100917725,-0.03429135338171132
2022-03-31,-0.017935770326864817,-0.014697635778053901
2022-04-01,-0.0017195000303235517,-0.021260724988849056
2022-04-04,0.0234171146358144,0.023969156942762148
2022-04-05,-0.01912380653728511,-0.05364304016851951
2022-04-06,-0.018623014991611897,-0.06056900195159693
2022-04-07,0.0018023925831054013,-0.008187017995554774
2022-04-08,-0.011980264039867723,-0.04602831971740456
2022-04-11,-0.025847266285364403,-0.05339214375155699
2022-04-12,0.01145741351675542,-0.019023818963125678
2022-04-13,0.016210575209647096,0.031988415034650684
2022-04-14,-0.030446968105017527,-0.04349412258087716
2022-04-18,-0.0013318531059465127,0.024396809256249707
2022-04-19,0.014016392765008538,0.01887223360004281
2022-04-20,-0.0010160056247039049,-0.03278683808836732
2022-04-21,-0.004855454627723821,-0.06237480237074488
2022-04-22,-0.02821551234925292,-0.03365717642099991
2022-04-25,0.006714681274619463,0.019636833909612114
2022-04-26,-0.038042684871449,-0.057601991737252965
2022-04-27,-0.0014676886164702468,-0.020052739673608384
2022-04-28,0.04416538537744464,0.07160704335003393
2022-04-29,-0.037291444121042946,-0.06446442091165032
2022-05-02,0.0019645492831892046,0.05179730871294222
2022-05-03,0.009576676111374085,0.003526054546691081
2022-05-04,0.040189559921385364,0.036663008815917185
2022-05-05,-0.057328491944021724,-0.07610002661248047
2022-05-06,0.004716256724117719,-0.009008657889481105
2022-05-09,-0.033752499983284424,-0.09691797107541317
2022-05-10,0.01598355569677852,0.03734680176020106
2022-05-11,-0.05323334029942547,-0.05640630709055166
2022-05-12,-0.027262427766943917,-0.02774141501779899
2022-05-13,0.031417766665612454,0.09043656259715863
2022-05-16,-0.010729985242192118,-0.02528006213352575
2022-05-17,0.02510494539072157,0.05153367086069862
2022-05-18,-0.058073404484517775,-0.07059761183130286
2022-05-19,-0.02494988988447971,0.010921479917715277
2022-05-20,0.0017457421453240995,-0.025431482578755358
2022-05-23,0.03933542448997957,0.01214611273529208
2022-05-24,-0.0194028908213739,-0.04502790223478128
2022-05-25,0.0011389936003233115,0.0495739758456078
